ID,GENDER,EMPLOYMENT STATUS,SECTOR,MARITAL STATUS,CREDIT SCORE,SCOREGRADE,CRR,CURRENCY,PRINCIPAL_DISBURSED,EMI,OD_DAYS,PRUDENTIAL_CLASSIFICATION,RISK_GRADE,OD_AMOUNT,LOAN_STATUS
66725,MALE,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,MARRIED,782,AA,A5,KES,"500,000.00","66,487.96",0,NORMAL,A1-A6,0,AUTH
66726,0,EMPLOYED,BUSINESS SERVICES,MARRIED,593,II,A5,KES,"1,000.00",507.23,0,NORMAL,A1-A6,0,AUTH
66727,FEMALE,EMPLOYED,TRANSPORT & COMMUNICATION,MARRIED,764,AA,A5,KES,"83,000.00","9,999.67",0,NORMAL,A1-A6,0,CURRENT
66728,0,EMPLOYED,INDIVIDUALS,SINGLE,815,AA,A5,KES,"120,000.00","11,882.51",0,NORMAL,A1-A6,0,AUTH
66729,0,EMPLOYED,INDIVIDUALS,SINGLE,815,AA,A5,KES,"120,000.00","11,882.51",0,NORMAL,A1-A6,0,AUTH
66730,0,SELF-EMPLOYED,BUSINESS SERVICES,MARRIED,614,II,A5,KES,"14,000.00","7,101.24",0,NORMAL,A1-A6,0,AUTH
66731,0,EMPLOYED,MANUFACTURING & PROCESSING,MARRIED,676,FF,A5,KES,"4,000.00","2,028.93",0,NORMAL,A1-A6,0,AUTH
66732,MALE,SELF-EMPLOYED,TRANSPORT & COMMUNICATION,0,651,GG,A5,KES,"800,000.00","79,216.73",0,NORMAL,A1-A6,0,AUTH
66733,0,SELF-EMPLOYED,BUSINESS SERVICES,MARRIED,614,II,A5,KES,"14,000.00","7,101.24",0,NORMAL,A1-A6,0,AUTH
66734,FEMALE,EMPLOYED,INDIVIDUALS,MARRIED,782,AA,A5,KES,"1,000,000.00","92,508.68",0,NORMAL,A1-A6,0,CURRENT
66735,0,SELF-EMPLOYED,BUSINESS SERVICES,MARRIED,614,II,A5,KES,"14,000.00","7,101.24",0,NORMAL,A1-A6,0,AUTH
66737,0,EMPLOYED,INDIVIDUALS,SINGLE,815,AA,A5,KES,"120,000.00","11,882.51",0,NORMAL,A1-A6,0,AUTH
66738,0,EMPLOYED,MANUFACTURING & PROCESSING,MARRIED,676,FF,A5,KES,"4,000.00","2,028.93",0,NORMAL,A1-A6,0,AUTH
66739,0,SELF-EMPLOYED,BUSINESS SERVICES,MARRIED,614,II,A5,KES,"14,000.00","7,101.24",0,NORMAL,A1-A6,0,AUTH
66740,0,SELF-EMPLOYED,BUSINESS SERVICES,MARRIED,614,II,A5,KES,"14,000.00","7,101.24",0,NORMAL,A1-A6,0,AUTH
66741,0,SELF-EMPLOYED,BUSINESS SERVICES,MARRIED,614,II,A5,KES,"14,000.00","7,101.24",0,NORMAL,A1-A6,0,AUTH
66742,0,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,SINGLE,618,HH,A5,KES,"136,000.00","68,983.48",0,NORMAL,A1-A6,0,AUTH
66743,0,SELF-EMPLOYED,BUSINESS SERVICES,MARRIED,614,II,A5,KES,"14,000.00","7,101.24",0,NORMAL,A1-A6,0,AUTH
66744,0,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,SINGLE,618,HH,A5,KES,"136,000.00","68,983.48",0,NORMAL,A1-A6,0,AUTH
66745,FEMALE,EMPLOYED,AGRICULTURE,MARRIED,744,BB,A5,KES,"150,000.00","13,876.30",0,NORMAL,A1-A6,0,CURRENT
66746,0,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,SINGLE,618,HH,A5,KES,"136,000.00","68,983.48",0,NORMAL,A1-A6,0,AUTH
66747,FEMALE,EMPLOYED,NON PROFIT INSTITUTIONS,SINGLE,694,DD,A5,KES,"158,000.00","18,994.25",0,NORMAL,A1-A6,0,CURRENT
66749,0,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,SINGLE,749,BB,A5,KES,"121,000.00","21,173.54",0,NORMAL,A1-A6,0,CURRENT
66750,0,EMPLOYED,INDIVIDUALS,SINGLE,815,AA,A5,KES,"120,000.00","11,882.51",0,NORMAL,A1-A6,0,AUTH
66751,MALE,0,AGRICULTURE,MARRIED,788,AA,A5,KES,"300,000.00","52,949.21",0,NORMAL,A1-A6,0,CURRENT
66752,MALE,EMPLOYED,MANUFACTURING & PROCESSING,MARRIED,675,FF,A5,KES,"5,000.00","1,723.72",36,WATCH,B7,"3,493.72",CURRENT
66753,FEMALE,EMPLOYED,BUSINESS SERVICES,SINGLE,704,DD,A5,KES,"71,000.00","12,531.31",0,NORMAL,A1-A6,30.66,CURRENT
66754,MALE,0,INDIVIDUALS,0,729,BB,A5,KES,"95,000.00","32,750.69",0,NORMAL,A1-A6,0,CURRENT
66755,0,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,SINGLE,618,HH,A5,KES,"136,000.00","68,983.48",0,NORMAL,A1-A6,0,AUTH
66756,FEMALE,0,INDIVIDUALS,0,808,AA,A3,KES,"150,001.00","20,171.46",5,NORMAL,A1-A6,"20,237.78",CURRENT
66757,0,SELF-EMPLOYED,BUSINESS SERVICES,MARRIED,614,II,A5,KES,"14,000.00","7,101.24",0,NORMAL,A1-A6,0,AUTH
66758,0,SELF-EMPLOYED,BUSINESS SERVICES,MARRIED,614,II,A5,KES,"14,000.00","7,101.24",0,NORMAL,A1-A6,0,AUTH
66759,0,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,SINGLE,618,HH,A5,KES,"136,000.00","68,983.48",0,NORMAL,A1-A6,0,AUTH
66760,0,SELF-EMPLOYED,BUSINESS SERVICES,MARRIED,614,II,A5,KES,"14,000.00","7,101.24",0,NORMAL,A1-A6,0,AUTH
66762,0,SELF-EMPLOYED,BUSINESS SERVICES,MARRIED,614,II,A5,KES,"14,000.00","7,101.24",0,NORMAL,A1-A6,0,AUTH
66763,0,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,SINGLE,618,HH,A5,KES,"136,000.00","68,983.48",0,NORMAL,A1-A6,0,AUTH
66764,0,SELF-EMPLOYED,BUSINESS SERVICES,MARRIED,614,II,A5,KES,"14,000.00","7,101.24",0,NORMAL,A1-A6,0,AUTH
66765,0,SELF-EMPLOYED,BUSINESS SERVICES,MARRIED,614,II,A5,KES,"14,000.00","7,101.24",0,NORMAL,A1-A6,0,AUTH
66767,0,EMPLOYED,INDIVIDUALS,SINGLE,815,AA,A5,KES,"120,000.00","11,882.51",0,NORMAL,A1-A6,0,AUTH
66768,0,EMPLOYED,INDIVIDUALS,SINGLE,815,AA,A5,KES,"120,000.00","11,882.51",0,NORMAL,A1-A6,0,AUTH
66769,0,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,SINGLE,618,HH,A5,KES,"136,000.00","68,983.48",0,NORMAL,A1-A6,0,AUTH
66770,0,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,SINGLE,618,HH,A5,KES,"136,000.00","68,983.48",0,NORMAL,A1-A6,0,AUTH
66771,0,SELF-EMPLOYED,BUSINESS SERVICES,MARRIED,614,II,A5,KES,"14,000.00","7,101.24",0,NORMAL,A1-A6,0,AUTH
66772,MALE,EMPLOYED,TRANSPORT & COMMUNICATION,MARRIED,751,BB,A5,KES,"346,000.00","32,008.01",0,NORMAL,A1-A6,0,CURRENT
66773,FEMALE,SELF-EMPLOYED,MINING & QUARRYING,SINGLE,652,GG,A5,KES,"100,000.00","34,474.41",0,NORMAL,A1-A6,0,CURRENT
66774,FEMALE,0,INDIVIDUALS,0,720,CC,A5,KES,"62,000.00","5,735.54",0,NORMAL,A1-A6,0,CURRENT
66777,0,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,SINGLE,746,BB,A5,KES,"101,012.40","17,828.81",5,NORMAL,A1-A6,"17,371.67",CURRENT
66778,FEMALE,0,INDIVIDUALS,0,670,FF,A3,KES,"266,000.00","24,607.31",0,NORMAL,A1-A6,0,CURRENT
66779,0,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,SINGLE,618,HH,A5,KES,"136,000.00","68,983.48",0,NORMAL,A1-A6,0,AUTH
66780,FEMALE,EMPLOYED,MANUFACTURING & PROCESSING,MARRIED,645,GG,A5,KES,"123,000.00","21,709.17",0,NORMAL,A1-A6,0,CURRENT
66781,FEMALE,EMPLOYED,BUSINESS SERVICES,SINGLE,770,AA,A5,KES,"125,000.00","10,303.64",0,NORMAL,A1-A6,23.36,CURRENT
66782,FEMALE,EMPLOYED,INDIVIDUALS,MARRIED,682,EE,A3,KES,"616,000.00","56,985.35",5,NORMAL,A1-A6,"56,676.39",CURRENT
66783,MALE,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,MARRIED,782,AA,A5,KES,"500,000.00","66,487.96",0,NORMAL,A1-A6,0,AUTH
66784,0,SELF-EMPLOYED,BUSINESS SERVICES,MARRIED,614,II,A5,KES,"14,000.00","7,101.24",0,NORMAL,A1-A6,0,AUTH
66785,MALE,0,INDIVIDUALS,0,675,FF,A5,KES,"170,000.00","15,726.48",0,NORMAL,A1-A6,0,CURRENT
66787,0,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,SINGLE,618,HH,A5,KES,"136,000.00","68,983.48",0,NORMAL,A1-A6,0,AUTH
66788,0,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,SINGLE,618,HH,A5,KES,"136,000.00","68,983.48",0,NORMAL,A1-A6,0,AUTH
66789,0,EMPLOYED,"SOCIAL, COMMUNITY & PERSONAL SERVIC",MARRIED,625,HH,A5,KES,"110,000.00","10,175.96",0,NORMAL,A1-A6,0,CURRENT
66790,MALE,EMPLOYED,MANUFACTURING & PROCESSING,MARRIED,725,CC,A5,KES,"15,000.00","5,171.16",0,NORMAL,A1-A6,0,CURRENT
66791,0,SELF-EMPLOYED,BUSINESS SERVICES,MARRIED,614,II,A5,KES,"14,000.00","7,101.24",0,NORMAL,A1-A6,0,AUTH
66792,MALE,SELF-EMPLOYED,TRANSPORT & COMMUNICATION,0,651,GG,A5,KES,"800,000.00","79,216.73",0,NORMAL,A1-A6,0,AUTH
66793,0,EMPLOYED,FINANCE & INSURANCE,SINGLE,642,GG,A5,KES,"3,000.00","1,034.23",0,NORMAL,A1-A6,0,CURRENT
66794,0,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,SINGLE,618,HH,A5,KES,"136,000.00","68,983.48",0,NORMAL,A1-A6,0,AUTH
66795,MALE,EMPLOYED,GOVERNMENT,0,645,GG,A5,KES,"114,000.00","20,120.70",0,NORMAL,A1-A6,0,CURRENT
66797,0,SELF-EMPLOYED,BUSINESS SERVICES,MARRIED,614,II,A5,KES,"14,000.00","7,101.24",0,NORMAL,A1-A6,0,AUTH
66798,0,0,INDIVIDUALS,0,651,GG,A5,KES,"270,000.00","47,654.29",0,NORMAL,A1-A6,0,CURRENT
66802,MALE,EMPLOYED,BUSINESS SERVICES,0,597,II,A5,KES,"74,000.00","8,915.37",0,NORMAL,A1-A6,0,CURRENT
66805,0,SELF-EMPLOYED,BUSINESS SERVICES,MARRIED,614,II,A5,KES,"14,000.00","7,101.24",0,NORMAL,A1-A6,0,AUTH
66806,0,SELF-EMPLOYED,BUSINESS SERVICES,MARRIED,614,II,A5,KES,"14,000.00","7,101.24",0,NORMAL,A1-A6,0,AUTH
66807,MALE,EMPLOYED,BUSINESS SERVICES,MARRIED,654,GG,A5,KES,"2,700.00",930.81,5,NORMAL,A1-A6,933.86,CURRENT
66808,0,SELF-EMPLOYED,BUSINESS SERVICES,MARRIED,614,II,A5,KES,"14,000.00","7,101.24",0,NORMAL,A1-A6,0,AUTH
66809,FEMALE,EMPLOYED,MANUFACTURING & PROCESSING,0,613,II,A5,KES,"15,000.00","5,171.16",5,NORMAL,A1-A6,"5,142.07",CURRENT
66811,0,EMPLOYED,INDIVIDUALS,SINGLE,815,AA,A5,KES,"120,000.00","11,882.51",0,NORMAL,A1-A6,0,AUTH
66815,0,EMPLOYED,INDIVIDUALS,SINGLE,815,AA,A5,KES,"120,000.00","11,882.51",0,NORMAL,A1-A6,0,AUTH
66816,0,EMPLOYED,MANUFACTURING & PROCESSING,MARRIED,676,FF,A5,KES,"4,000.00","2,028.93",0,NORMAL,A1-A6,0,AUTH
66817,0,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,SINGLE,618,HH,A5,KES,"136,000.00","68,983.48",0,NORMAL,A1-A6,0,AUTH
66818,FEMALE,EMPLOYED,FOREIGN TRADE,SINGLE,711,CC,A5,KES,"300,000.00","52,949.21",0,NORMAL,A1-A6,0,CURRENT
66819,MALE,SELF-EMPLOYED,BUSINESS SERVICES,MARRIED,661,FF,A5,KES,"6,000.00","2,068.46",5,NORMAL,A1-A6,"1,874.60",CURRENT
66820,0,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,SINGLE,618,HH,A5,KES,"136,000.00","68,983.48",0,NORMAL,A1-A6,0,AUTH
66821,0,EMPLOYED,BUSINESS SERVICES,SINGLE,644,GG,A5,KES,"3,000.00","1,034.23",0,NORMAL,A1-A6,0.12,CURRENT
66823,MALE,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,MARRIED,782,AA,A5,KES,"500,000.00","66,487.96",0,NORMAL,A1-A6,0,AUTH
66824,MALE,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,MARRIED,782,AA,A5,KES,"500,000.00","66,487.96",0,NORMAL,A1-A6,0,AUTH
66826,0,SELF-EMPLOYED,BUSINESS SERVICES,MARRIED,614,II,A5,KES,"14,000.00","7,101.24",0,NORMAL,A1-A6,0,AUTH
66827,0,EMPLOYED,INDIVIDUALS,SINGLE,815,AA,A5,KES,"120,000.00","11,882.51",0,NORMAL,A1-A6,0,AUTH
66828,0,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,SINGLE,618,HH,A5,KES,"136,000.00","68,983.48",0,NORMAL,A1-A6,0,AUTH
66829,0,SELF-EMPLOYED,BUSINESS SERVICES,MARRIED,614,II,A5,KES,"14,000.00","7,101.24",0,NORMAL,A1-A6,0,AUTH
66830,0,EMPLOYED,BUSINESS SERVICES,MARRIED,593,II,A5,KES,"1,000.00",507.23,0,NORMAL,A1-A6,0,AUTH
66831,0,SELF-EMPLOYED,BUSINESS SERVICES,MARRIED,614,II,A5,KES,"14,000.00","7,101.24",0,NORMAL,A1-A6,0,AUTH
66832,MALE,EMPLOYED,"SOCIAL, COMMUNITY & PERSONAL SERVIC",0,571,JJ,A5,KES,"7,000.00","2,413.21",0,NORMAL,A1-A6,0,CURRENT
66833,0,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,SINGLE,618,HH,A5,KES,"136,000.00","68,983.48",0,NORMAL,A1-A6,0,AUTH
66835,0,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,SINGLE,618,HH,A5,KES,"136,000.00","68,983.48",0,NORMAL,A1-A6,0,AUTH
66837,0,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,SINGLE,618,HH,A5,KES,"136,000.00","68,983.48",0,NORMAL,A1-A6,0,AUTH
66838,FEMALE,EMPLOYED,BUSINESS SERVICES,MARRIED,650,GG,A5,KES,"250,000.00","23,127.17",0,NORMAL,A1-A6,0,CURRENT
66840,FEMALE,SELF-EMPLOYED,"SOCIAL, COMMUNITY & PERSONAL SERVIC",SINGLE,648,GG,A5,KES,"12,000.00","4,136.93",0,NORMAL,A1-A6,0,CURRENT
66841,MALE,EMPLOYED,"SOCIAL, COMMUNITY & PERSONAL SERVIC",0,753,AA,A5,KES,"542,000.00","50,139.71",0,NORMAL,A1-A6,0,CURRENT
66843,0,EMPLOYED,"SOCIAL, COMMUNITY & PERSONAL SERVIC",SINGLE,582,JJ,A5,KES,"11,000.00","3,792.19",0,NORMAL,A1-A6,0,CURRENT
66844,0,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,SINGLE,618,HH,A5,KES,"136,000.00","68,983.48",0,NORMAL,A1-A6,0,AUTH
66845,MALE,EMPLOYED,BUSINESS SERVICES,MARRIED,633,HH,A5,KES,"1,000.00",344.75,0,NORMAL,A1-A6,0,CURRENT
66846,#N/A,0,"SOCIAL, COMMUNITY & PERSONAL SERVIC",0,680,EE,A5,KES,"300,000.00","52,949.21",0,NORMAL,A1-A6,0,CURRENT
66847,FEMALE,SELF-EMPLOYED,BUILDING & CONSTRUCTION,MARRIED,676,FF,A5,KES,"108,000.00","9,990.94",0,NORMAL,A1-A6,0,CURRENT
66849,0,EMPLOYED,BUSINESS SERVICES,MARRIED,587,II,A5,KES,"300,000.00","52,949.21",5,NORMAL,A1-A6,"8,560.75",CURRENT
66851,FEMALE,0,INDIVIDUALS,SINGLE,776,AA,A3,KES,"250,000.00","23,127.17",0,NORMAL,A1-A6,0,CURRENT
66853,MALE,SELF-EMPLOYED,TRANSPORT & COMMUNICATION,0,708,DD,A5,KES,"100,000.00","17,649.74",5,NORMAL,A1-A6,"17,707.77",CURRENT
66855,0,SELF-EMPLOYED,BUSINESS SERVICES,MARRIED,614,II,A5,KES,"14,000.00","7,101.24",0,NORMAL,A1-A6,0,AUTH
66856,0,SELF-EMPLOYED,BUSINESS SERVICES,MARRIED,614,II,A5,KES,"14,000.00","7,101.24",0,NORMAL,A1-A6,0,AUTH
66857,MALE,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,MARRIED,782,AA,A5,KES,"500,000.00","66,487.96",0,NORMAL,A1-A6,0,AUTH
66858,0,EMPLOYED,INDIVIDUALS,MARRIED,698,DD,A5,KES,"280,000.00","25,902.43",0,NORMAL,A1-A6,0,CURRENT
66859,0,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,SINGLE,618,HH,A5,KES,"136,000.00","68,983.48",0,NORMAL,A1-A6,0,AUTH
66860,0,EMPLOYED,INDIVIDUALS,SINGLE,815,AA,A5,KES,"120,000.00","11,882.51",0,NORMAL,A1-A6,0,AUTH
66861,FEMALE,SELF-EMPLOYED,AGRICULTURE,MARRIED,828,AA,A5,KES,"318,400.00","29,454.77",0,NORMAL,A1-A6,0,CURRENT
66862,MALE,0,INDIVIDUALS,0,734,BB,A3,KES,"312,000.00","28,862.71",5,NORMAL,A1-A6,"28,552.77",CURRENT
66864,0,SELF-EMPLOYED,ELECTRICITY & WATER,MARRIED,730,BB,A5,KES,"300,000.00","41,766.62",0,NORMAL,A1-A6,0,CURRENT
66865,MALE,EMPLOYED,BUILDING & CONSTRUCTION,0,734,BB,A5,KES,"145,000.00","15,107.50",0,NORMAL,A1-A6,0,CURRENT
66867,MALE,EMPLOYED,BUILDING & CONSTRUCTION,0,797,AA,A5,KES,"800,000.00","74,006.95",0,NORMAL,A1-A6,0,CURRENT
66868,FEMALE,EMPLOYED,NIC ANY OTHER,0,762,AA,A5,KES,"69,000.00","17,981.08",0,NORMAL,A1-A6,0,CURRENT
66869,MALE,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,MARRIED,782,AA,A5,KES,"500,000.00","66,487.96",0,NORMAL,A1-A6,0,AUTH
66870,0,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,SINGLE,618,HH,A5,KES,"136,000.00","68,983.48",0,NORMAL,A1-A6,0,AUTH
66871,FEMALE,EMPLOYED,WHOLESALE AND RETAIL TRADE,0,717,CC,A5,KES,"53,000.00","9,354.36",0,NORMAL,A1-A6,0,CURRENT
66875,FEMALE,EMPLOYED,REAL ESTATE,SINGLE,704,DD,A5,KES,"141,000.00","24,886.12",5,NORMAL,A1-A6,"24,752.33",CURRENT
66876,0,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,SINGLE,618,HH,A5,KES,"136,000.00","68,983.48",0,NORMAL,A1-A6,0,AUTH
66877,MALE,EMPLOYED,BUSINESS SERVICES,MARRIED,743,BB,A5,KES,"198,000.00","23,854.64",0,NORMAL,A1-A6,0,CURRENT
66878,MALE,EMPLOYED,FINANCE & INSURANCE,MARRIED,781,AA,A5,KES,"686,000.00","63,460.96",0,NORMAL,A1-A6,0,CURRENT
66879,FEMALE,EMPLOYED,TRANSPORT & COMMUNICATION,0,747,BB,A5,KES,"413,000.00","38,206.09",0,NORMAL,A1-A6,0,CURRENT
66881,FEMALE,0,INDIVIDUALS,0,644,GG,A5,KES,"74,000.00","8,915.37",5,NORMAL,A1-A6,"8,941.37",CURRENT
66883,FEMALE,EMPLOYED,FINANCE & INSURANCE,0,615,II,A5,KES,"38,000.00","13,100.28",0,NORMAL,A1-A6,0,CURRENT
66887,0,SELF-EMPLOYED,BUSINESS SERVICES,MARRIED,614,II,A5,KES,"14,000.00","7,101.24",0,NORMAL,A1-A6,0,AUTH
66889,0,EMPLOYED,INDIVIDUALS,SINGLE,815,AA,A5,KES,"120,000.00","11,882.51",0,NORMAL,A1-A6,0,AUTH
66890,0,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,SINGLE,618,HH,A5,KES,"136,000.00","68,983.48",0,NORMAL,A1-A6,0,AUTH
66891,0,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,SINGLE,618,HH,A5,KES,"136,000.00","68,983.48",0,NORMAL,A1-A6,0,AUTH
66892,0,SELF-EMPLOYED,BUSINESS SERVICES,MARRIED,614,II,A5,KES,"14,000.00","7,101.24",0,NORMAL,A1-A6,0,AUTH
66893,0,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,SINGLE,618,HH,A5,KES,"136,000.00","68,983.48",0,NORMAL,A1-A6,0,AUTH
66895,0,EMPLOYED,INDIVIDUALS,SINGLE,815,AA,A5,KES,"120,000.00","11,882.51",0,NORMAL,A1-A6,0,AUTH
66897,MALE,EMPLOYED,MANUFACTURING & PROCESSING,0,611,II,A5,KES,"18,000.00","6,205.39",0,NORMAL,A1-A6,0,CURRENT
66899,MALE,0,INDIVIDUALS,0,617,HH,A5,KES,"30,000.00","10,342.32",0,NORMAL,A1-A6,0,CURRENT
66900,FEMALE,EMPLOYED,TRANSPORT & COMMUNICATION,MARRIED,739,BB,A5,KES,"66,000.00","6,105.57",0,NORMAL,A1-A6,0,CURRENT
66901,0,EMPLOYED,INDIVIDUALS,SINGLE,815,AA,A5,KES,"120,000.00","11,882.51",0,NORMAL,A1-A6,0,AUTH
66902,0,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,SINGLE,727,CC,A5,KES,"245,000.00","22,664.63",0,NORMAL,A1-A6,0,CURRENT
66904,0,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,SINGLE,618,HH,A5,KES,"136,000.00","68,983.48",0,NORMAL,A1-A6,0,AUTH
66905,0,SELF-EMPLOYED,BUSINESS SERVICES,MARRIED,614,II,A5,KES,"14,000.00","7,101.24",0,NORMAL,A1-A6,0,AUTH
66906,0,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,SINGLE,618,HH,A5,KES,"136,000.00","68,983.48",0,NORMAL,A1-A6,0,AUTH
66907,MALE,EMPLOYED,TOURISM & HOSPITALITY,0,782,AA,A5,KES,"167,000.00","18,251.83",0,NORMAL,A1-A6,0,CURRENT
66908,0,SELF-EMPLOYED,BUSINESS SERVICES,MARRIED,614,II,A5,KES,"14,000.00","7,101.24",0,NORMAL,A1-A6,0,AUTH
66909,0,SELF-EMPLOYED,BUSINESS SERVICES,MARRIED,614,II,A5,KES,"14,000.00","7,101.24",0,NORMAL,A1-A6,0,AUTH
66910,FEMALE,SELF-EMPLOYED,HUNTING LIVESTOCK AND FISHING,OTHER,692,EE,A5,KES,"1,000,000.00","92,508.68",0,NORMAL,A1-A6,0,CURRENT
66912,0,EMPLOYED,INDIVIDUALS,SINGLE,815,AA,A5,KES,"120,000.00","11,882.51",0,NORMAL,A1-A6,0,AUTH
66915,FEMALE,EMPLOYED,MANUFACTURING & PROCESSING,SINGLE,636,HH,A5,KES,"8,000.00","2,757.95",5,NORMAL,A1-A6,"2,787.31",CURRENT
66917,0,EMPLOYED,INDIVIDUALS,SINGLE,815,AA,A5,KES,"120,000.00","11,882.51",0,NORMAL,A1-A6,0,AUTH
66919,MALE,EMPLOYED,"SOCIAL, COMMUNITY & PERSONAL SERVIC",0,770,AA,A5,KES,"280,000.00","23,294.12",0,NORMAL,A1-A6,0,CURRENT
66920,MALE,SELF-EMPLOYED,TRANSPORT & COMMUNICATION,MARRIED,635,HH,A5,KES,"212,273.73","19,637.49",0,NORMAL,A1-A6,0,CURRENT
66922,0,SELF-EMPLOYED,BUSINESS SERVICES,MARRIED,614,II,A5,KES,"14,000.00","7,101.24",0,NORMAL,A1-A6,0,AUTH
66923,0,SELF-EMPLOYED,BUSINESS SERVICES,MARRIED,614,II,A5,KES,"14,000.00","7,101.24",0,NORMAL,A1-A6,0,AUTH
66924,0,EMPLOYED,MANUFACTURING & PROCESSING,MARRIED,676,FF,A5,KES,"4,000.00","2,028.93",0,NORMAL,A1-A6,0,AUTH
66925,0,SELF-EMPLOYED,BUSINESS SERVICES,MARRIED,614,II,A5,KES,"14,000.00","7,101.24",0,NORMAL,A1-A6,0,AUTH
66926,0,SELF-EMPLOYED,BUSINESS SERVICES,MARRIED,614,II,A5,KES,"14,000.00","7,101.24",0,NORMAL,A1-A6,0,AUTH
66927,0,SELF-EMPLOYED,BUSINESS SERVICES,MARRIED,614,II,A5,KES,"14,000.00","7,101.24",0,NORMAL,A1-A6,0,AUTH
66928,0,SELF-EMPLOYED,BUSINESS SERVICES,MARRIED,614,II,A5,KES,"14,000.00","7,101.24",0,NORMAL,A1-A6,0,AUTH
66930,0,SELF-EMPLOYED,PROFESSIONAL SERVICES,MARRIED,712,CC,A5,KES,"61,000.00","7,349.16",0,NORMAL,A1-A6,0,CURRENT
66931,0,SELF-EMPLOYED,BUSINESS SERVICES,MARRIED,614,II,A5,KES,"14,000.00","7,101.24",0,NORMAL,A1-A6,0,AUTH
66934,FEMALE,EMPLOYED,AGRICULTURE,SINGLE,571,JJ,A5,KES,"3,000.00","1,034.23",0,NORMAL,A1-A6,0,CURRENT
66935,FEMALE,EMPLOYED,MANUFACTURING & PROCESSING,0,758,AA,A5,KES,"108,000.00","9,990.94",0,NORMAL,A1-A6,0,CURRENT
66936,FEMALE,SELF-EMPLOYED,PROFESSIONAL SERVICES,SINGLE,568,JJ,A5,KES,"10,000.00","3,447.44",5,NORMAL,A1-A6,"3,241.88",CURRENT
66937,0,SELF-EMPLOYED,BUSINESS SERVICES,MARRIED,729,BB,A5,KES,"800,000.00","74,006.95",5,NORMAL,A1-A6,"74,692.84",CURRENT
66938,MALE,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,MARRIED,770,AA,A5,KES,"300,000.00","36,143.39",0,NORMAL,A1-A6,0,CURRENT
66939,0,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,SINGLE,618,HH,A5,KES,"136,000.00","68,983.48",0,NORMAL,A1-A6,0,AUTH
66941,FEMALE,OTHER,INDIVIDUALS,SINGLE,801,AA,A3,KES,"422,000.00","36,023.13",0,NORMAL,A1-A6,0,CURRENT
66942,FEMALE,0,INDIVIDUALS,0,667,FF,A3,KES,"64,000.00","16,678.10",0,NORMAL,A1-A6,0,CURRENT
66943,0,EMPLOYED,FINANCE & INSURANCE,MARRIED,631,HH,A5,KES,"86,000.00","29,648.00",5,NORMAL,A1-A6,"4,661.49",CURRENT
66944,MALE,0,MANUFACTURING & PROCESSING,0,767,AA,A5,KES,"150,000.00","13,876.30",0,NORMAL,A1-A6,0,CURRENT
66945,0,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,SINGLE,618,HH,A5,KES,"136,000.00","68,983.48",0,NORMAL,A1-A6,0,AUTH
66946,0,SELF-EMPLOYED,BUSINESS SERVICES,MARRIED,614,II,A5,KES,"14,000.00","7,101.24",0,NORMAL,A1-A6,0,AUTH
