ID,GENDER,AGE,NO_DEFAULT_LOAN,EMPLOYMENT_STATUS,SECTOR,MARITAL_STATUS,CREDIT_SCORE,SCOREGRADE,CRR,CURRENCY,NET INCOME,PRINCIPAL_AMOUNT,EMI,OD_DAYS,PRUDENTIAL_CLASSIFICATION,RISK_GRADE,AREARS,LOAN_STATUS
450384.0,FEMALE,37,0.0,EMPLOYED,BUSINESS SERVICES,MARRIED,761.0,AA,A5,KES,1527009.0,203000.0,"18,764.72",0.0,NORMAL,A1-A6,0,CURRENT
412254.0,0,38,0.0,SELF-EMPLOYED,BUSINESS SERVICES,SINGLE,760.0,AA,A5,KES,6522115.0,500000.0,"46,218.52",0.0,NORMAL,A1-A6,0,CURRENT
420492.0,0,34,0.0,SELF-EMPLOYED,BUSINESS SERVICES,OTHER,771.0,AA,A5,KES,5810100.0,703000.0,"64,983.25",0.0,NORMAL,A1-A6,0,CURRENT
24199.0,0,22,0.0,EMPLOYED,BUSINESS SERVICES,SINGLE,690.0,EE,A5,KES,85643.0,2690.59,"1,041.67",0.0,NORMAL,A1-A6,0,CURRENT
476605.0,MALE,50,1.0,SELF-EMPLOYED,TRANSPORT & COMMUNICATION,MARRIED,635.0,HH,A5,KES,380807.0,8000.0,"2,757.14",0.0,NORMAL,A1-A6,0,CURRENT
110710.0,FEMALE,33,0.0,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,SINGLE,688.0,EE,A5,KES,1804300.0,401000.0,"37,067.26",0.0,NORMAL,A1-A6,0,CURRENT
15660.0,MALE,42,2.0,EMPLOYED,BUSINESS SERVICES,MARRIED,550.0,JJ,A5,KES,552161.85,7000.0,"2,412.50",0.0,NORMAL,A1-A6,0,CURRENT
411953.0,FEMALE,41,0.0,EMPLOYED,NON PROFIT INSTITUTIONS,MARRIED,751.0,BB,A5,KES,3783290.75,450000.0,"41,596.67",0.0,NORMAL,A1-A6,0,CURRENT
371005.0,MALE,46,0.0,EMPLOYED,WHOLESALE AND RETAIL TRADE,0,767.0,AA,A5,KES,6908492.0,500000.0,"60,199.17",0.0,NORMAL,A1-A6,0,CURRENT
128927.0,FEMALE,30,0.0,EMPLOYED,NON PROFIT INSTITUTIONS,SINGLE,793.0,AA,A5,KES,3145966.26,200000.0,"18,489.39",0.0,NORMAL,A1-A6,0,CURRENT
103415.0,MALE,36,1.0,EMPLOYED,TRANSPORT & COMMUNICATION,MARRIED,683.0,EE,A5,KES,1015467.07,84000.0,"7,765.54",0.0,NORMAL,A1-A6,0,CURRENT
106629.0,MALE,55,0.0,EMPLOYED,BUSINESS SERVICES,0,684.0,EE,A5,KES,1862521.35,218000.0,"20,153.43",0.0,NORMAL,A1-A6,0,CURRENT
38857.0,FEMALE,67,2.0,0,INDIVIDUALS,0,625.0,HH,A5,KES,2237116.7,150000.0,"13,867.04",0.0,NORMAL,A1-A6,0,CURRENT
279094.0,MALE,58,0.0,EMPLOYED,MANUFACTURING & PROCESSING,0,732.0,BB,A5,KES,371044.27,56000.0,"7,525.98",0.0,NORMAL,A1-A6,0,CURRENT
499471.0,FEMALE,52,0.0,0,"SOCIAL, COMMUNITY & PERSONAL SERVIC",MARRIED,685.0,EE,A5,KES,1204853.65,119000.0,"30,996.20",0.0,NORMAL,A1-A6,0,CURRENT
309865.0,MALE,39,0.0,EMPLOYED,TRANSPORT & COMMUNICATION,0,719.0,CC,A5,KES,2402424.5,160000.0,"55,142.86",0.0,NORMAL,A1-A6,0,CURRENT
349480.0,MALE,42,0.0,0,INDIVIDUALS,0,738.0,BB,A3,KES,3213697.4,100000.0,"9,244.69",0.0,NORMAL,A1-A6,0,CURRENT
168783.0,0,41,1.0,SELF-EMPLOYED,TOURISM & HOSPITALITY,SINGLE,645.0,GG,A5,KES,960200.0,19000.0,"6,548.21",0.0,NORMAL,A1-A6,0,CURRENT
92763.0,MALE,48,1.0,EMPLOYED,MANUFACTURING & PROCESSING,0,644.0,GG,A5,KES,1280926.29,20000.0,"3,298.72",0.0,NORMAL,A1-A6,0,CURRENT
23104.0,FEMALE,35,0.0,SELF-EMPLOYED,BUILDING & CONSTRUCTION,SINGLE,830.0,AA,A5,KES,7635900.0,1000000.0,"86,429.24",0.0,NORMAL,A1-A6,0,CURRENT
46276.0,,55,0.0,0,"SOCIAL, COMMUNITY & PERSONAL SERVIC",0,690.0,EE,A5,KES,,800000.0,"73,957.54",0.0,NORMAL,A1-A6,0,CURRENT
136098.0,MALE,41,0.0,0,INDIVIDUALS,0,679.0,EE,A3,KES,2486936.69,300000.0,"27,734.08",0.0,NORMAL,A1-A6,0,CURRENT
441911.0,0,44,,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,MARRIED,,,A5,KES,7451992.83,800000.0,"73,957.54",0.0,NORMAL,A1-A6,0,CURRENT
341731.0,FEMALE,43,0.0,0,INDIVIDUALS,0,766.0,AA,A3,KES,946461.86,260000.0,"24,036.20",0.0,NORMAL,A1-A6,0,CURRENT
362786.0,FEMALE,66,,EMPLOYED,INDIVIDUALS,MARRIED,,,A5,KES,432400.0,300000.0,"52,919.04",0.0,NORMAL,A1-A6,0,CURRENT
459762.0,FEMALE,41,2.0,EMPLOYED,MANUFACTURING & PROCESSING,MARRIED,687.0,EE,A5,KES,996324.94,40000.0,"13,785.71",0.0,NORMAL,A1-A6,0,CURRENT
463205.0,0,46,0.0,0,INDIVIDUALS,0,807.0,AA,A5,KES,9366200.0,650000.0,"60,090.50",0.0,NORMAL,A1-A6,0,CURRENT
108138.0,MALE,40,0.0,0,"SOCIAL, COMMUNITY & PERSONAL SERVIC",0,800.0,AA,A5,KES,12416621.5,1000000.0,"92,446.92",0.0,NORMAL,A1-A6,0,CURRENT
346682.0,FEMALE,39,0.0,0,INDIVIDUALS,0,685.0,EE,A3,KES,3682108.43,155000.0,"16,927.70",0.0,NORMAL,A1-A6,0,CURRENT
198648.0,0,42,1.0,EMPLOYED,BUSINESS SERVICES,MARRIED,645.0,GG,A5,KES,2702613.2,325000.0,"29,044.72",0.0,NORMAL,A1-A6,0,CURRENT
415909.0,0,52,0.0,SELF-EMPLOYED,BUSINESS SERVICES,MARRIED,722.0,CC,A5,KES,753196.0,1000000.0,"92,446.92",0.0,NORMAL,A1-A6,0,CURRENT
386772.0,FEMALE,33,2.0,EMPLOYED,WHOLESALE AND RETAIL TRADE,0,614.0,II,A5,KES,1596953.22,99000.0,"34,119.65",0.0,NORMAL,A1-A6,0,CURRENT
134092.0,0,31,0.0,EMPLOYED,INDIVIDUALS,SINGLE,773.0,AA,A5,KES,987119.0,124000.0,"11,463.42",0.0,NORMAL,A1-A6,0,CURRENT
349709.0,FEMALE,58,2.0,EMPLOYED,TOURISM & HOSPITALITY,MARRIED,585.0,II,A5,KES,318969.0,9000.0,"3,101.79",0.0,NORMAL,A1-A6,0,CURRENT
245368.0,FEMALE,38,2.0,0,INDIVIDUALS,0,696.0,DD,A3,KES,2896939.79,165000.0,"22,963.44",0.0,NORMAL,A1-A6,0,CURRENT
344205.0,FEMALE,33,2.0,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,MARRIED,660.0,FF,A5,KES,11791500.0,100000.0,"34,464.29",0.0,NORMAL,A1-A6,0,CURRENT
22503.0,0,28,0.0,0,INDIVIDUALS,0,646.0,GG,A5,KES,760808.0,53000.0,"11,130.72",0.0,NORMAL,A1-A6,0,CURRENT
46663.0,MALE,34,0.0,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,MARRIED,715.0,CC,A5,KES,2118420.0,220000.0,"26,487.64",0.0,NORMAL,A1-A6,0,CURRENT
54933.0,0,37,0.0,SELF-EMPLOYED,BUILDING & CONSTRUCTION,MARRIED,714.0,CC,A5,KES,1376593.0,151000.0,"18,180.15",0.0,NORMAL,A1-A6,0,CURRENT
244334.0,FEMALE,39,4.0,EMPLOYED,BUSINESS SERVICES,MARRIED,650.0,GG,A5,KES,1360150.7,106189.0,"18,731.40",0.0,NORMAL,A1-A6,0,CURRENT
33243.0,0,42,1.0,EMPLOYED,GOVERNMENT,MARRIED,652.0,GG,A5,KES,2604789.6,86000.0,"29,639.29",0.0,NORMAL,A1-A6,0,CURRENT
340476.0,0,44,0.0,EMPLOYED,BUSINESS SERVICES,MARRIED,719.0,CC,A5,KES,2100912.0,149000.0,"31,292.02",0.0,NORMAL,A1-A6,0,CURRENT
11946.0,0,30,1.0,EMPLOYED,PROFESSIONAL SERVICES,SINGLE,652.0,GG,A5,KES,326733.5,5000.0,"1,723.22",0.0,NORMAL,A1-A6,0,CURRENT
236649.0,FEMALE,37,3.0,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,MARRIED,582.0,JJ,A5,KES,532060.0,14000.0,"4,825.00",22.0,NORMAL,A1-A6,"4,898.31",CURRENT
420782.0,MALE,48,0.0,SELF-EMPLOYED,AGRICULTURE,OTHER,689.0,EE,A5,KES,18668031.25,500000.0,"67,193.09",0.0,NORMAL,A1-A6,0,CURRENT
263725.0,0,37,3.0,SELF-EMPLOYED,"SOCIAL, COMMUNITY & PERSONAL SERVIC",MARRIED,649.0,GG,A5,KES,858650.0,15000.0,"5,169.65",22.0,NORMAL,A1-A6,"4,762.01",CURRENT
184567.0,FEMALE,25,0.0,EMPLOYED,BUSINESS SERVICES,SINGLE,729.0,BB,A5,KES,921760.35,24000.0,"8,271.43",0.0,NORMAL,A1-A6,0,CURRENT
190456.0,0,28,0.0,EMPLOYED,BUSINESS SERVICES,SINGLE,775.0,AA,A5,KES,977982.0,30000.0,"10,339.29",0.0,NORMAL,A1-A6,0,CURRENT
99372.0,0,39,2.0,0,INDIVIDUALS,0,713.0,CC,A5,KES,706728.8,62000.0,"10,936.60",0.0,NORMAL,A1-A6,0,CURRENT
77616.0,FEMALE,29,0.0,EMPLOYED,BUSINESS SERVICES,MARRIED,651.0,GG,A5,KES,1107329.0,69000.0,"12,164.33",0.0,NORMAL,A1-A6,29.18,CURRENT
381602.0,MALE,33,0.0,SELF-EMPLOYED,"SOCIAL, COMMUNITY & PERSONAL SERVIC",SINGLE,775.0,AA,A5,KES,1511310.0,709000.0,"65,544.87",0.0,NORMAL,A1-A6,0,CURRENT
380769.0,FEMALE,31,0.0,EMPLOYED,BUSINESS SERVICES,SINGLE,745.0,BB,A5,KES,7291348.2,1000000.0,"92,446.92",0.0,NORMAL,A1-A6,0,CURRENT
484516.0,0,34,1.0,EMPLOYED,PROFESSIONAL SERVICES,SINGLE,684.0,EE,A5,KES,1315586.26,60856.66,"8,517.55",0.0,NORMAL,A1-A6,0,CURRENT
422788.0,FEMALE,38,0.0,0,"SOCIAL, COMMUNITY & PERSONAL SERVIC",MARRIED,789.0,AA,A5,KES,779500.0,78000.0,"7,210.86",0.0,NORMAL,A1-A6,0,CURRENT
140935.0,,42,0.0,0,BUSINESS SERVICES,0,782.0,AA,A5,KES,,500000.0,"88,198.41",0.0,NORMAL,A1-A6,0,CURRENT
494235.0,MALE,35,4.0,EMPLOYED,MANUFACTURING & PROCESSING,MARRIED,625.0,HH,A5,KES,12462825.0,300000.0,"36,119.50",0.0,NORMAL,A1-A6,0,CURRENT
290902.0,FEMALE,39,4.0,EMPLOYED,TRANSPORT & COMMUNICATION,MARRIED,616.0,II,A5,KES,2385880.0,66000.0,"22,746.43",0.0,NORMAL,A1-A6,0,CURRENT
14031.0,FEMALE,48,0.0,EMPLOYED,TRANSPORT & COMMUNICATION,MARRIED,761.0,AA,A5,KES,608050.0,138000.0,"12,757.68",0.0,NORMAL,A1-A6,0,CURRENT
325512.0,FEMALE,30,1.0,EMPLOYED,BUSINESS SERVICES,SINGLE,665.0,FF,A5,KES,2236556.9,242000.0,"29,136.40",0.0,NORMAL,A1-A6,0,CURRENT
405609.0,0,33,3.0,EMPLOYED,BUSINESS SERVICES,MARRIED,588.0,II,A5,KES,170696.04,4000.0,666.06,22.0,NORMAL,A1-A6,"1,400.62",CURRENT
206375.0,FEMALE,33,1.0,EMPLOYED,BUSINESS SERVICES,SINGLE,637.0,HH,A5,KES,1420038.8,30000.0,"10,339.29",0.0,NORMAL,A1-A6,0,CURRENT
414206.0,FEMALE,25,0.0,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,SINGLE,668.0,FF,A5,KES,225941.0,6000.0,"2,004.64",0.0,NORMAL,A1-A6,0,CURRENT
313652.0,MALE,43,0.0,SELF-EMPLOYED,TRANSPORT & COMMUNICATION,0,784.0,AA,A5,KES,6102961.93,1000000.0,"92,446.92",0.0,NORMAL,A1-A6,0,CURRENT
473026.0,0,52,0.0,EMPLOYED,NON PROFIT INSTITUTIONS,MARRIED,686.0,EE,A5,KES,669146.4,56000.0,"14,586.45",0.0,NORMAL,A1-A6,0,CURRENT
118383.0,FEMALE,51,0.0,EMPLOYED,NON PROFIT INSTITUTIONS,MARRIED,787.0,AA,A5,KES,281836.45,75000.0,"6,933.52",0.0,NORMAL,A1-A6,5.45,CURRENT
110253.0,FEMALE,37,1.0,EMPLOYED,BUSINESS SERVICES,SINGLE,613.0,II,A5,KES,3172894.25,167000.0,"29,458.27",0.0,NORMAL,A1-A6,0,CURRENT
483414.0,MALE,33,1.0,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,MARRIED,682.0,EE,A5,KES,1566790.0,166000.0,"29,281.87",0.0,NORMAL,A1-A6,0,CURRENT
461954.0,FEMALE,52,0.0,EMPLOYED,INDIVIDUALS,MARRIED,724.0,CC,A5,KES,368704.55,78000.0,"9,391.07",0.0,NORMAL,A1-A6,0,CURRENT
141769.0,FEMALE,44,0.0,EMPLOYED,HUNTING LIVESTOCK AND FISHING,MARRIED,659.0,GG,A5,KES,728566.1,25000.0,"8,616.07",0.0,NORMAL,A1-A6,0,CURRENT
313176.0,FEMALE,47,0.0,EMPLOYED,INDIVIDUALS,MARRIED,786.0,AA,A3,KES,4694011.5,800000.0,"73,957.54",0.0,NORMAL,A1-A6,0,CURRENT
192715.0,MALE,42,0.0,EMPLOYED,NON PROFIT INSTITUTIONS,MARRIED,729.0,BB,A5,KES,2555961.0,183000.0,"32,280.62",0.0,NORMAL,A1-A6,0,CURRENT
195785.0,0,30,0.0,EMPLOYED,"SOCIAL, COMMUNITY & PERSONAL SERVIC",SINGLE,651.0,GG,A5,KES,413576.04,96000.0,"8,874.90",0.0,NORMAL,A1-A6,0,CURRENT
36928.0,MALE,30,0.0,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,MARRIED,788.0,AA,A5,KES,5732315.0,500000.0,"60,199.17",0.0,NORMAL,A1-A6,0,CURRENT
114713.0,FEMALE,52,0.0,EMPLOYED,INDIVIDUALS,MARRIED,678.0,EE,A2,KES,2125986.16,150000.0,"12,464.45",0.0,NORMAL,A1-A6,0,CURRENT
47183.0,FEMALE,36,0.0,SELF-EMPLOYED,BUSINESS SERVICES,SINGLE,768.0,AA,A5,KES,3199853.1,149000.0,"24,755.78",0.0,NORMAL,A1-A6,0,CURRENT
119979.0,FEMALE,25,0.0,EMPLOYED,AGRICULTURE,MARRIED,701.0,DD,A5,KES,243182.65,13000.0,"4,480.36",22.0,NORMAL,A1-A6,"4,564.72",CURRENT
86792.0,MALE,38,0.0,EMPLOYED,MANUFACTURING & PROCESSING,MARRIED,629.0,HH,A5,KES,329128.0,5000.0,"1,723.22",0.0,NORMAL,A1-A6,0,CURRENT
311735.0,MALE,36,0.0,EMPLOYED,BUSINESS SERVICES,0,649.0,GG,A5,KES,2345840.0,30000.0,"10,339.29",0.0,NORMAL,A1-A6,0,CURRENT
349232.0,FEMALE,38,0.0,0,WHOLESALE AND RETAIL TRADE,0,698.0,DD,A5,KES,2730306.0,594000.0,"54,913.47",0.0,NORMAL,A1-A6,0,CURRENT
51525.0,MALE,46,0.0,EMPLOYED,WHOLESALE AND RETAIL TRADE,0,680.0,EE,A5,KES,2154658.79,745000.0,"68,872.96",0.0,NORMAL,A1-A6,0,CURRENT
56297.0,FEMALE,34,0.0,EMPLOYED,FINANCE & INSURANCE,MARRIED,757.0,AA,A5,KES,5315975.5,160000.0,"14,791.51",0.0,NORMAL,A1-A6,0,CURRENT
62566.0,0,28,0.0,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,SINGLE,650.0,GG,A5,KES,358185.0,7000.0,"2,152.09",0.0,NORMAL,A1-A6,0,CURRENT
466415.0,FEMALE,46,1.0,EMPLOYED,TRANSPORT & COMMUNICATION,0,670.0,FF,A5,KES,3926219.95,800000.0,"73,957.54",0.0,NORMAL,A1-A6,0,CURRENT
326937.0,0,35,0.0,EMPLOYED,INDIVIDUALS,SINGLE,683.0,EE,A5,KES,925911.38,180000.0,"16,540.60",0.0,NORMAL,A1-A6,0,CURRENT
48595.0,0,25,0.0,EMPLOYED,MANUFACTURING & PROCESSING,SINGLE,699.0,DD,A5,KES,215430.05,4000.0,"1,378.57",0.0,NORMAL,A1-A6,0,CURRENT
60941.0,FEMALE,47,0.0,EMPLOYED,INDIVIDUALS,MARRIED,776.0,AA,A3,KES,12843270.85,800000.0,"36,368.04",0.0,NORMAL,A1-A6,0,CURRENT
380725.0,0,25,0.0,EMPLOYED,WHOLESALE AND RETAIL TRADE,SINGLE,696.0,DD,A5,KES,269100.0,17000.0,"5,858.93",0.0,NORMAL,A1-A6,0,CURRENT
114619.0,FEMALE,34,0.0,EMPLOYED,"SOCIAL, COMMUNITY & PERSONAL SERVIC",MARRIED,695.0,DD,A5,KES,433945.9,81000.0,"10,885.78",0.0,NORMAL,A1-A6,0,CURRENT
37801.0,FEMALE,41,0.0,EMPLOYED,"SOCIAL, COMMUNITY & PERSONAL SERVIC",0,768.0,AA,A5,KES,1528304.5,512000.0,"47,332.82",0.0,NORMAL,A1-A6,0,CURRENT
448341.0,MALE,47,0.0,EMPLOYED,"SOCIAL, COMMUNITY & PERSONAL SERVIC",0,769.0,AA,A5,KES,1225595.0,150000.0,"13,867.04",0.0,NORMAL,A1-A6,0,CURRENT
373302.0,FEMALE,52,0.0,0,INDIVIDUALS,0,771.0,AA,A5,KES,1823498.9,430000.0,"39,752.18",0.0,NORMAL,A1-A6,0,CURRENT
456142.0,MALE,32,3.0,EMPLOYED,TRANSPORT & COMMUNICATION,MARRIED,667.0,FF,A5,KES,554004.79,55000.0,"9,701.82",0.0,NORMAL,A1-A6,0,CURRENT
310762.0,MALE,34,0.0,EMPLOYED,ELECTRICITY & WATER,MARRIED,771.0,AA,A5,KES,1249758.0,310000.0,"28,658.55",0.0,NORMAL,A1-A6,0,CURRENT
418214.0,0,20,0.0,EMPLOYED,PROFESSIONAL SERVICES,SINGLE,666.0,FF,A5,KES,169200.0,3000.0,264.58,0.0,NORMAL,A1-A6,0,CURRENT
295326.0,FEMALE,36,0.0,EMPLOYED,TOURISM & HOSPITALITY,MARRIED,736.0,BB,A5,KES,2820694.96,55000.0,"11,550.75",22.0,NORMAL,A1-A6,"10,817.92",CURRENT
361118.0,FEMALE,40,0.0,SELF-EMPLOYED,MANUFACTURING & PROCESSING,MARRIED,643.0,GG,A5,KES,2307916.0,91000.0,"31,362.50",0.0,NORMAL,A1-A6,0,CURRENT
404504.0,0,50,1.0,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,MARRIED,639.0,GG,A5,KES,5175273.25,210000.0,"37,043.33",22.0,NORMAL,A1-A6,"30,118.21",CURRENT
357693.0,MALE,52,1.0,EMPLOYED,TRANSPORT & COMMUNICATION,MARRIED,715.0,CC,A5,KES,10558931.95,300000.0,"63,004.07",0.0,NORMAL,A1-A6,0,CURRENT
64172.0,0,26,1.0,SELF-EMPLOYED,TOURISM & HOSPITALITY,SINGLE,582.0,JJ,A5,KES,1007129.0,27000.0,"7,766.38",0.0,NORMAL,A1-A6,0,CURRENT
324243.0,FEMALE,42,4.0,0,INDIVIDUALS,0,695.0,DD,A3,KES,562519.18,75000.0,"6,933.52",0.0,NORMAL,A1-A6,0,CURRENT
250914.0,MALE,43,0.0,0,INDIVIDUALS,0,745.0,BB,A5,KES,14157317.6,300000.0,"52,919.04",0.0,NORMAL,A1-A6,0,CURRENT
246564.0,FEMALE,63,0.0,SELF-EMPLOYED,BUILDING & CONSTRUCTION,SINGLE,732.0,BB,A5,KES,5739316.41,650000.0,"60,090.50",0.0,NORMAL,A1-A6,0,CURRENT
353884.0,FEMALE,34,1.0,EMPLOYED,BUSINESS SERVICES,MARRIED,686.0,EE,A5,KES,3195750.1,350000.0,"41,871.26",0.0,NORMAL,A1-A6,0,CURRENT
191340.0,0,32,0.0,EMPLOYED,GOVERNMENT,SINGLE,782.0,AA,A5,KES,1197860.0,112000.0,"10,354.06",0.0,NORMAL,A1-A6,0,CURRENT
36392.0,0,49,0.0,0,INDIVIDUALS,0,694.0,DD,A5,KES,2511742.6,303000.0,"63,634.11",0.0,NORMAL,A1-A6,0,CURRENT
249198.0,FEMALE,26,0.0,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,SINGLE,712.0,CC,A5,KES,562267.0,15000.0,"5,169.65",22.0,NORMAL,A1-A6,"5,193.63",CURRENT
421449.0,FEMALE,25,0.0,EMPLOYED,BUSINESS SERVICES,MARRIED,588.0,II,A5,KES,116758.84,4000.0,"1,378.57",22.0,NORMAL,A1-A6,"1,404.53",CURRENT
75203.0,0,29,0.0,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,SINGLE,747.0,BB,A5,KES,249990.0,5000.0,"1,723.22",0.0,NORMAL,A1-A6,0,CURRENT
186896.0,FEMALE,37,3.0,EMPLOYED,BUSINESS SERVICES,MARRIED,618.0,HH,A5,KES,7081701.7,100000.0,"34,464.29",0.0,NORMAL,A1-A6,0,CURRENT
320147.0,MALE,31,0.0,EMPLOYED,FINANCE & INSURANCE,MARRIED,729.0,BB,A5,KES,7764302.0,700000.0,"42,329.29",0.0,NORMAL,A1-A6,0,CURRENT
120337.0,FEMALE,60,0.0,EMPLOYED,INDIVIDUALS,SINGLE,809.0,AA,A3,KES,1382761.0,500000.0,"41,564.13",0.0,NORMAL,A1-A6,0,CURRENT
332044.0,FEMALE,50,0.0,OTHER,INDIVIDUALS,OTHER,711.0,CC,A5,KES,10356770.0,500000.0,"60,199.17",0.0,NORMAL,A1-A6,0,CURRENT
25831.0,MALE,37,0.0,EMPLOYED,NON PROFIT INSTITUTIONS,MARRIED,780.0,AA,A5,KES,3653397.85,196000.0,"34,573.78",0.0,NORMAL,A1-A6,0,CURRENT
115517.0,MALE,52,0.0,0,"SOCIAL, COMMUNITY & PERSONAL SERVIC",0,761.0,AA,A5,KES,781683.97,100000.0,"9,244.69",0.0,NORMAL,A1-A6,0,CURRENT
20299.0,FEMALE,23,0.0,SELF-EMPLOYED,BUSINESS SERVICES,SINGLE,654.0,GG,A5,KES,82521.0,2613.79,"1,003.22",0.0,NORMAL,A1-A6,0,CURRENT
340514.0,FEMALE,27,0.0,SELF-EMPLOYED,"SOCIAL, COMMUNITY & PERSONAL SERVIC",SINGLE,753.0,AA,A5,KES,12005577.5,300000.0,"17,155.81",0.0,NORMAL,A1-A6,0,CURRENT
410880.0,FEMALE,63,1.0,SELF-EMPLOYED,TOURISM & HOSPITALITY,MARRIED,629.0,HH,A5,KES,576130.22,24000.0,"8,271.43",0.0,NORMAL,A1-A6,0,CURRENT
312815.0,MALE,32,3.0,SELF-EMPLOYED,MANUFACTURING & PROCESSING,MARRIED,563.0,JJ,A5,KES,1037828.81,64000.0,"11,289.40",0.0,NORMAL,A1-A6,0,CURRENT
470183.0,MALE,#VALUE!,2.0,0,INDIVIDUALS,0,619.0,HH,A5,KES,777263.0,14000.0,"4,825.00",22.0,NORMAL,A1-A6,"4,139.11",CURRENT
251915.0,FEMALE,40,0.0,0,INDIVIDUALS,0,728.0,CC,A3,KES,629540.12,126000.0,"11,646.70",0.0,NORMAL,A1-A6,0,CURRENT
42520.0,0,33,0.0,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,SINGLE,786.0,AA,A5,KES,22917975.0,500000.0,"60,192.28",0.0,NORMAL,A1-A6,0,CURRENT
373277.0,MALE,67,1.0,SELF-EMPLOYED,AGRICULTURE,0,593.0,II,A5,KES,611850.0,54000.0,"9,525.43",22.0,NORMAL,A1-A6,"3,009.32",CURRENT
216438.0,FEMALE,42,0.0,SELF-EMPLOYED,FINANCE & INSURANCE,MARRIED,771.0,AA,A5,KES,1777779.81,464000.0,"42,889.44",0.0,NORMAL,A1-A6,0,CURRENT
488985.0,0,33,1.0,EMPLOYED,WHOLESALE AND RETAIL TRADE,SINGLE,648.0,GG,A5,KES,774293.0,9000.0,791.89,0.0,NORMAL,A1-A6,0,CURRENT
427635.0,MALE,34,3.0,SELF-EMPLOYED,BUSINESS SERVICES,MARRIED,617.0,HH,A5,KES,2236085.0,60000.0,"20,670.30",0.0,NORMAL,A1-A6,0,CURRENT
218098.0,FEMALE,49,0.0,EMPLOYED,INDIVIDUALS,SINGLE,690.0,EE,A5,KES,11189038.57,500000.0,"46,217.07",0.0,NORMAL,A1-A6,0,CURRENT
118007.0,FEMALE,40,0.0,EMPLOYED,AGRICULTURE,MARRIED,781.0,AA,A5,KES,10459910.0,1000000.0,"92,434.15",0.0,NORMAL,A1-A6,0,CURRENT
84981.0,MALE,35,0.0,EMPLOYED,"SOCIAL, COMMUNITY & PERSONAL SERVIC",MARRIED,778.0,AA,A5,KES,692394.4,91000.0,"8,411.51",0.0,NORMAL,A1-A6,0,CURRENT
464352.0,MALE,55,5.0,EMPLOYED,BUSINESS SERVICES,MARRIED,618.0,HH,A5,KES,6924820.0,87000.0,"15,341.76",0.0,NORMAL,A1-A6,0,CURRENT
193196.0,MALE,41,0.0,OTHER,BUSINESS SERVICES,0,763.0,AA,A5,KES,1787390.5,309628.05,"28,624.89",0.0,NORMAL,A1-A6,0,CURRENT
399707.0,FEMALE,42,1.0,0,INDIVIDUALS,0,657.0,GG,A3,KES,819258.55,31000.0,"10,679.66",0.0,NORMAL,A1-A6,103.5,CURRENT
218040.0,FEMALE,49,0.0,SELF-EMPLOYED,"SOCIAL, COMMUNITY & PERSONAL SERVIC",MARRIED,640.0,GG,A5,KES,2364038.0,238000.0,"41,969.40",0.0,NORMAL,A1-A6,0,CURRENT
227699.0,MALE,51,0.0,0,INDIVIDUALS,0,695.0,DD,A3,KES,1469191.65,165000.0,"34,643.16",0.0,NORMAL,A1-A6,0,CURRENT
410900.0,FEMALE,45,0.0,0,INDIVIDUALS,0,751.0,BB,A3,KES,3786352.54,952000.0,"81,684.00",0.0,NORMAL,A1-A6,0,CURRENT
411420.0,0,52,0.0,0,WHOLESALE AND RETAIL TRADE,MARRIED,680.0,EE,A5,KES,3141161.0,237000.0,"28,531.14",0.0,NORMAL,A1-A6,0,CURRENT
481709.0,FEMALE,40,2.0,OTHER,"SOCIAL, COMMUNITY & PERSONAL SERVIC",MARRIED,612.0,II,A5,KES,2275745.76,229000.0,"40,382.33",0.0,NORMAL,A1-A6,0,CURRENT
407769.0,MALE,47,2.0,EMPLOYED,"SOCIAL, COMMUNITY & PERSONAL SERVIC",MARRIED,629.0,HH,A5,KES,1968740.11,337000.0,"40,569.60",0.0,NORMAL,A1-A6,0,CURRENT
149203.0,FEMALE,32,0.0,SELF-EMPLOYED,TRANSPORT & COMMUNICATION,MARRIED,712.0,CC,A5,KES,1765409.0,111000.0,"13,362.69",0.0,NORMAL,A1-A6,0,CURRENT
119048.0,MALE,36,2.0,EMPLOYED,TRANSPORT & COMMUNICATION,MARRIED,742.0,BB,A5,KES,614495.65,67000.0,"9,695.31",0.0,NORMAL,A1-A6,0,CURRENT
323953.0,FEMALE,43,1.0,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,MARRIED,615.0,II,A5,KES,1050889.56,37000.0,"12,746.69",0.0,NORMAL,A1-A6,0,CURRENT
